,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount
CC1CC(CC(O1)CCC(C)C(C(C)C2C(C(CC(C(C(CC3CC=CC(O3)CC(CC=C(C=CC(=O)OC(C(C(CC(C(C(CC4CC=CC(O4)CC(CC=C(C=CC(=O)O2)C)O)OC)C)O)O)C)C(C)C(C(C)CCC5CC(CC(O5)C)OC)O)C)O)OC)C)O)O)C)O)O,0.8181818181818182,97.0,9.0,20.0,0.0,5.0,0.0,20.0,9.0,20.0,15.0,0.0,2.0,2.0,5.0
C(C(C(=O)O)O)(C(=O)O)O,0.5,10.0,4.0,6.0,0.0,0.0,0.0,4.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0
C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,0.13333333333333333,22.0,5.0,7.0,0.0,1.0,2.0,7.0,5.0,7.0,1.0,0.0,0.0,0.0,3.0
CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,0.44680851063829785,62.0,4.0,15.0,3.0,1.0,3.0,14.0,4.0,15.0,10.0,2.0,1.0,3.0,7.0
C(=C(Cl)Cl)(Cl)Cl,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OC)[O-])OC)OC,0.21052631578947367,26.0,0.0,7.0,0.0,0.0,2.0,7.0,0.0,7.0,5.0,0.0,0.0,0.0,3.0
CC1=CC(=C(C=C1)C(C)C)O,0.4,11.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
CC1=CC(=O)C(=CC1=O)C(C)C,0.4,12.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0
CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O,0.34782608695652173,31.0,2.0,8.0,0.0,2.0,1.0,8.0,2.0,8.0,3.0,0.0,0.0,0.0,5.0
CC(C)C12C(O1)C3C4(O3)C5(CCC6=C(C5CC7C4(C2O)O7)COC6=O)C,0.85,26.0,1.0,6.0,3.0,4.0,0.0,6.0,1.0,6.0,1.0,2.0,3.0,5.0,7.0
C1=CC(=CC=C1CCO)O,0.25,10.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0
C12=C(NC(=O)N1)NC(=O)NC2=O,0.0,12.0,4.0,7.0,0.0,0.0,0.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,2.0
CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,0.9,33.0,2.0,3.0,5.0,0.0,0.0,2.0,2.0,3.0,1.0,4.0,0.0,4.0,5.0
CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(=O)C5(C)C)C)C)C2C1C)C)C(=O)O,0.8666666666666667,33.0,1.0,3.0,5.0,0.0,0.0,2.0,1.0,3.0,1.0,4.0,0.0,4.0,5.0
CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,0.5869565217391305,59.0,3.0,13.0,1.0,5.0,2.0,12.0,3.0,13.0,7.0,1.0,2.0,3.0,9.0
CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(C2)(C(=O)OC)O,0.5714285714285714,26.0,1.0,5.0,0.0,3.0,1.0,5.0,1.0,5.0,2.0,0.0,1.0,1.0,5.0
CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,0.5652173913043478,60.0,3.0,14.0,1.0,5.0,2.0,12.0,3.0,14.0,8.0,1.0,2.0,3.0,9.0
CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)N)O)O)CC)OC)C(=O)OC)O,0.5813953488372093,55.0,6.0,12.0,1.0,5.0,2.0,10.0,5.0,12.0,6.0,1.0,2.0,3.0,9.0
CC(=CC=CC=C(C)C=CC=C(C)C=CC12C(CC(CC1(O2)C)O)(C)C)C=CC=C(C)C=CC34C(CC(CC3(O4)C)O)(C)C,0.55,44.0,2.0,4.0,2.0,2.0,0.0,4.0,2.0,4.0,10.0,2.0,2.0,4.0,4.0
CC1(C2CCC3(C(C2(CCC1O)C)CC=C4C3(CCC5(C4CC6(CC5OC6=O)C)C)C)C)C,0.9,33.0,1.0,3.0,5.0,1.0,0.0,3.0,1.0,3.0,0.0,4.0,1.0,5.0,6.0
CC1C(C)C(=O)OC1C(O)C(C)(O)C1C(O)CC2C3CC4OC44C(O)C=CC(=O)C4(C)C3CCC12C,0.8571428571428571,36.0,4.0,8.0,4.0,2.0,0.0,8.0,4.0,8.0,3.0,3.0,2.0,5.0,6.0
COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,0.08333333333333333,16.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0
CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CC(CC2(C)C)O)C)C)C,0.45,42.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,10.0,0.0,0.0,0.0,2.0
